[2023-07-28T10:51:00.274296+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::treeGetChildrenByIdAction [2,"pimcore_admin_document_document_treegetchildrenbyid",[],{"limit":"50","view":"","fromPaging":"0","start":"0","page":"1","node":"1"}] []
[2023-07-28T10:51:00.698264+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::jsonTranslationsSystemAction [2,"pimcore_admin_misc_jsontranslationssystem",[],{"language":"en"}] []
[2023-07-28T10:51:00.891050+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\NotificationController::findLastUnreadAction [2,"pimcore_admin_notification_findlastunread",[],{"lastUpdate":"1690534230"}] []
[2023-07-28T10:51:03.686518+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::deleteInfoAction [2,"pimcore_admin_document_document_deleteinfo",[],{"id":"3","type":"document"}] []
[2023-07-28T10:51:04.720487+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::unlockElementAction [2,"pimcore_admin_element_unlockelement",[],{"id":"3","type":"document"}] []
[2023-07-28T10:51:04.737426+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\PageController::removeFromSessionAction [2,"pimcore_admin_document_page_removefromsession",[],{"id":"3"}] []
[2023-07-28T10:51:04.902805+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\RecyclebinController::addAction [2,"pimcore_admin_recyclebin_add",[],{"type":"document","id":"3"}] []
[2023-07-28T10:51:05.056637+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::deleteAction [2,"pimcore_admin_document_document_delete",[],{"id":"3"}] []
[2023-07-28T10:51:05.169616+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::treeGetChildrenByIdAction [2,"pimcore_admin_document_document_treegetchildrenbyid",[],{"limit":"50","view":"","fromPaging":"0","start":"0","page":"1","node":"1"}] []
[2023-07-28T10:51:19.582918+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::getValidFilenameAction [2,"pimcore_admin_misc_getvalidfilename",[],{"value":"Main","type":"document"}] []
[2023-07-28T10:51:19.642699+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::addAction [2,"pimcore_admin_document_document_add",[],{"title":"Main","name":"Main","key":"Main","type":"page","docTypeId":"false","elementType":"document","index":"2","parentId":"1"}] []
[2023-07-28T10:51:19.753366+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\PageController::getDataByIdAction [2,"pimcore_admin_document_page_getdatabyid",[],{"id":"5"}] []
[2023-07-28T10:51:19.790384+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\DocumentController::treeGetChildrenByIdAction [2,"pimcore_admin_document_document_treegetchildrenbyid",[],{"limit":"50","view":"","fromPaging":"0","start":"0","page":"1","node":"1"}] []
[2023-07-28T10:51:20.212439+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::jsonTranslationsSystemAction [2,"pimcore_admin_misc_jsontranslationssystem",[],{"language":"en"}] []
[2023-07-28T10:51:30.705201+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\NotificationController::findLastUnreadAction [2,"pimcore_admin_notification_findlastunread",[],{"lastUpdate":"1690534260"}] []
[2023-07-28T10:51:37.506675+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::unlockElementAction [2,"pimcore_admin_element_unlockelement",[],{"id":"1","type":"document"}] []
[2023-07-28T10:51:37.526279+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\Document\PageController::removeFromSessionAction [2,"pimcore_admin_document_page_removefromsession",[],{"id":"1"}] []
[2023-07-28T10:51:40.581939+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::getAvailableControllerReferencesAction [2,"pimcore_admin_misc_getavailablecontroller_references",[],{"page":"1","start":"0","limit":"25"}] []
[2023-07-28T10:51:40.597363+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::getAvailableTemplatesAction [2,"pimcore_admin_misc_getavailabletemplates",[],{"page":"1","start":"0","limit":"25"}] []
[2023-07-28T10:52:00.691815+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\NotificationController::findLastUnreadAction [2,"pimcore_admin_notification_findlastunread",[],{"lastUpdate":"1690534290"}] []
[2023-07-28T10:52:32.691150+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\NotificationController::findLastUnreadAction [2,"pimcore_admin_notification_findlastunread",[],{"lastUpdate":"1690534320"}] []
[2023-07-28T10:53:00.727716+02:00] admin_statistics.INFO: Pimcore\Bundle\AdminBundle\Controller\Admin\NotificationController::findLastUnreadAction [2,"pimcore_admin_notification_findlastunread",[],{"lastUpdate":"1690534350"}] []
